,Zone,Recipy_Name,Main_Ingredients,Ingredients,Recipy_Link
442,west,Mango mastani recipe,"['mango', ' ice cream']","['Mango puree - 4 cups, chilled for few mins\r', 'Sugar - 3 tbsps or honey\r', 'Milk - 1 1/4 cups\r', 'Mango ice cream - 4 scoops\r', 'Almond - 4, sliced a few for garnish\r', 'Pistachio - 6, chopped \r', 'Cashewnut – 3, finely chopped\r', 'Mango - few mango cubes for garnish \r', 'Glazed cherries – 3  \r', 'Tutti frutti - a heaped tbsp for garnish (optional)\r', 'Whipped cream for garnish (optional)']",http://www.sailusfood.com/2016/06/11/mango-mastani-recipe/
443,west,Tomato Coriander Mint Chutney,"['tomato', ' mint', ' coriander leaves']",[],http://www.sailusfood.com/2010/04/27/tomato-coriander-mint-chutney/
444,west,Bhindi Sambhariya ~ Gujarati Style Stuffed Okra,"['bhindi', ' peanuts', ' coconut', ' coriander leaves']",[],http://www.sailusfood.com/2011/08/18/bhindi-sambhariya-gujarati-style-stuffed-okra/
445,west,Tomato Curry,['tomato'],"['1/2 kg fresh tomatoes, finely chopped\r', '2 large onions, finely chopped\r', '1/2 tsp mustard seeds\r', '10-12 fresh curry leaves\r', '10-12 garlic cloves, slightly crushed\r', 'pinch of turmeric pwd\r', '1 tsp red chilli pwd (adjust)\r', '1/2 tsp coriander pwd\r', 'salt to taste\r', '1 tbsp grated jaggery\r', '2 tbsp coriander leaves\r', '1 tbsp oil']",http://www.sailusfood.com/2007/08/28/tomato-curry/
446,west,Set Dosa with Saagu,"['urad dal', ' carrots']",[],http://www.sailusfood.com/2007/09/26/set-dosa-with-saagu/
447,west,Bagara Baingan ~ Stuffed Eggplant Curry,"['eggplants', ' brinjals', ' baingan']",[],http://www.sailusfood.com/2009/08/12/bagare-baingan-stuffed-eggplants/
448,west,Mirchi Khatta Masala - Tangy Green Chillis Curry,"['green chillis', ' peppers']",[],http://www.sailusfood.com/2005/12/13/mirchi-khatta-masala-tangy-green-chillis-curry/
449,west,Vaamu Aaku Bajji ~ Ajwain Patta (Fresh Carom Leaves) ke Pakode,"['carom leaves', ' vaamu aaku', ' ajwain patta']",[],http://www.sailusfood.com/2010/06/19/vaamu-aaku-bajji-ajwain-patta-fresh-carom-leaves-ke-pakode/
450,west,Bhindi Do Pyaaza - Okra-Onion Stir Fry,['okra'],[],http://www.sailusfood.com/2007/08/23/bhindi-do-pyaaza-okra-onion-stir-fry/
451,west,"Mamidikaya pesarapappu pachadi, raw mango moong dal chutney","['moong dal', ' raw mango']","['Raw mango - 3/4 cup, peeled and cut into pieces\r', 'Moong dal - 1/2 cup (pesara pappu)\r', 'Dry red chilies - 4\r', 'Cumin seeds - 3/4 tsp\r', 'Jaggery - 1/2 tsp (optional - use only if mango is very sour)\r', 'Salt to taste\r', 'For Tempering:\r', 'Mustard seeds - 1/2 tsp\r', 'Split urad dal - 1/2 tsp\r', 'Dry red chili - 1, tear and de-seed\r', 'Asafoetida - 1//4 tsp\r', 'Curry leaves - 1 sprig\r', 'Oil - 1 1/2 tsp\r', 'A pinch of Hing']",http://www.sailusfood.com/2016/04/22/mamidikaya-pesarapappu-pachadi-mango-moong-dal-chutney/
452,west,Navratri Special ~ Sweet Pongali,"['rice', ' moong dal', ' jaggery']",[],http://www.sailusfood.com/2011/09/28/navratri-recipe-special-sweet-pongal/
453,west,Thotakura Undalu ~ Crispy Amaranth Leaves Balls,"['amaranth leaves', ' besan']",[],http://www.sailusfood.com/2011/10/28/thotakura-undalu-crispy-amaranth-leaves-balls/
454,west,Anglo Indian Meatball Curry,['mutton kheema'],"['Onions - 2, large, finely chopped \r', 'Ginger garlic paste - 1 tbsp\r', 'Turmeric powder - 1/2 tsp\r', 'Red chili powder - 1 1/2 tsps\r', 'Coriander powder - 1 tbsp\r', 'Cumin powder - 1/4 tsp\r', 'Garam masala powder - 1/4 tsp\r', 'Curry leaves - 1 sprig\r', 'Tomato puree - 1 cup \r', 'Coconut milk - 1/2 cup \r', 'Salt to taste \r', 'Cooking oil - 3 tbsps\r', 'Coriander leaves - 2 tbsps, finely chopped\r', 'For the Meatballs: \r', 'Mutton Kheema - 1/2 kg, finely minced meat\r', 'Garam masala powder - 1/4 tsp\r', 'Green chilies - 2, finely chopped\r', 'Coriander leaves - 4 tbsps, finely chopped\r', 'Salt - 1/2 tsp']",http://www.sailusfood.com/2012/12/11/anglo-indian-meatball-curry-recipe/
455,west,Mango rabri recipe,"['milk', ' mango']","['Full cream milk - 1 litre\r', 'Sugar - 2 tbsps (adjust) \r', 'Mango puree - 1 cup, fresh and thick\r', 'Cardamom powder - 1/2 tsp\r', 'Saffron - 5-6 strands (soaked in 2 tbsps of warm milk)\r', 'Pistachios - 6-7, finely chopped\r', 'Almonds - 4-5, chopped or flakes']",http://www.sailusfood.com/2016/05/02/mango-rabri-recipe-aam-ki-rabri/
456,west,"Kosambari recipe, moong dal salad","['moong dal', ' cucumber']","['Moong dal - 1/2 cup, soaked in water for 1-2 hours\r', 'Cucumber - 1, medium size, peeled and chopped into small pieces\r', 'Fresh coconut - 3 tbsps, grated\r', 'Green chilis - 2, slit or finely chopped\r', 'Ginger - 1/2"", finely grated\r', 'Coriander leaves - 1 tbsp, finely chopped\r', 'Lemon juice - 1 tsp (optional)\r', 'For Tempering:\r', 'Mustard seeds - 1/2 tsp\r', 'Curry leaves - 2 sprigs\r', 'Asafoetida - pinch \r', 'Oil - 1 tsp']",http://www.sailusfood.com/2016/04/14/kosambari-recipe-moong-dal-salad/
457,west,Sukhi Subji ~ Aloo Bhindi,"['potato', ' ladies finger']",[],http://www.sailusfood.com/2009/04/28/sukhi-subji-aloo-bhindi/
458,west,Crispy Karela,"['ridge gourd', ' jaggery']",[],http://www.sailusfood.com/2009/09/23/crispy-karela/
459,west,Falooda recipe,"['milk', ' falooda sev', ' rose syrup']","['Milk - 2 cups, full fat\r', 'Jelly - 1/2 cup, cubed (raspberry or strawberry)\r', 'Rose syrup - 5-6 tbsps (or rooh afsa)\r', 'Falooda seeds - 1 tsp (sabja/basil seeds) soak in 1/3 cup water for 20-30 mts\r', 'Falooda sev - 1/2 cup \r', 'Pistachios - 5, sliced\r', 'ALmonds - 4, sliced\r', 'Vanilla ice cream - 4 scoops\r', 'Cherries - 2, for garnish (optional)']",http://www.sailusfood.com/2015/05/26/falooda-recipe/
460,west,Gutti Dondakaya ~ Stuffed Tendli,['tendli'],[],http://www.sailusfood.com/2009/09/01/gutti-dondakaya-stuffed-tendli/
461,west,Vegetables in Ginger-Garlic with Sesame seeds,"['carrots', ' beans']",[],http://www.sailusfood.com/2009/08/11/vegetables-in-ginger-garlic-with-sesame-seeds/
462,west,Vegetable Pulao,"['rice', ' vegetables']",[],http://www.sailusfood.com/2009/11/23/vegetable-pulao/
463,west,Corn Chips with Salsa & Sour Cream,['maize flour'],[],http://www.sailusfood.com/2007/03/14/corn-chips-with-salsa-sour-cream/
464,west,Indian Food Trail ~ Mangalorean Cuisine (Part 2),"['maida', ' bengal gram']","['For the dough\r', 'Plain flour - 1 1/4 cup (maida/all purpose flour) + extra for dusting\r', 'Turmeric powder - 1/2 tsp\r', 'Coconut oil - 1 tbsp (or any edible oil) + extra for greasing the palm\r', 'Milk - 2 tbsp (at room temperature) to knead the dough\r', 'Water - 1/4 cup (approx) or as required to knead the dough\r', 'Salt to taste\r', 'For the filling\r', 'Bengal gram - 1 cup (chana dal)\r', 'Jaggery - 1 cup, grated\r', 'Cardamom - 6-7 pods, finely powdered']",http://www.sailusfood.com/2012/09/01/indian-food-mangalorean-recipes/
465,west,Beerakaya Kothimira Pachadi - Ridge gourd Coriander Chutney,['ridge gourd'],"['2 medium sized ridge gourds, washed and chopped into pieces with skin\r', '1/2 cup chopped coriander leaves\r', '3 green chillis, chop into big pieces (adjust)\r', '1 tbsp bengal gram/senaga pappu/chana dal\r', '1 tsp split gram dal/minappa pappu\r', '1/4 tsp cumin seeds\r', '1/2 tbsp sesame seeds/nuvullu/til\r', '1 1/2 tbsps lemon juice\r', '2-3 tsps oil\r', '1/2 tsp mustard seeds\r', 'pinch cumin seeds (optional)\r', '1-2 dry red chillis\r', 'big pinch asafoetida/inguva/hing (optional)\r', 'few fresh curry leaves\r', '1/2 tsp oil']",http://www.sailusfood.com/2008/03/31/beerakaya-kothimira-pachadi-ridge-gourd-coriander-chutney/
466,west,"Mamidikaya menthi pachadi, instant mango pickle recipe","['raw mango', ' fenugreek seeds']","['Raw mangoes - 2 heaped cups (wash, wipe dry, finely chopped along with skin)\r', 'Red chili pwd - 2 tbsps\r', 'Fenugreek powder - 1 1/2 tsps (methi/menthi powder)\r', 'Mustard powder - 1 tbsp (ava pindi)\r', 'Salt - 1 1/4 tbsps salt\r', 'Asafoetida - 1/2 tsp\r', 'Oil - a little less than 1/2 cup (sesame/til/nuvvulu)']",http://www.sailusfood.com/2015/05/04/mamidikaya-menthi-pachadi-instant-mango-pickle-recipe/
467,west,Methi-Matar Subzi,"['methi', ' green peas']",[],http://www.sailusfood.com/2008/02/07/methi-matar-subzi/
468,west,Sorakaya Pachadi - Bottle Gourd Chutney,['bottle gourd'],"['1 1/2 cups bottle gourd cubes, with skin\r', '1/2 tbsp bengal gram/senaga pappu/chana dal\r', '1/2 tbsp split gram dal/minappa pappu\r', '1/2 tsp cumin seeds\r', '1 tsp coriander seeds (optional)\r', '1 tbsp chopped coriander leaves (optional)\r', '2 dry red chillis, de-seed\r', '3 green chillis, chop each into two\r', '4-5 garlic cloves\r', '1 tsp jaggery or sugar\r', 'gooseberry sized tamarind (soaked in 2-3 tbsps warm water)\r', 'salt to taste\r', '3 tsps oil\r', '1/4 tsp mustard seeds\r', '1/2 tsp black gram dal\r', '1-2 dry red chillis\r', 'few fresh curry leaves\r', '1/2 tsp oil']",http://www.sailusfood.com/2008/09/05/sorakaya-pachadi-bottle-gourd-chutney/
469,west,"Ava pettina daddojanam recipe, how to make curd rice","['rice', ' yogurt']","['Raw rice - 250 gms, washed, cooked till very soft and mushy\r', 'Fresh thick curd - 2 to 2 1/2 cups (yogurt/dahi), beaten till smooth\r', 'Milk - boiled and luke warm, as required\r', 'Ginger - 1"", finely minced (I grate the ginger)\r', 'Mustard - 1 1/2 tsps, soak in 2-3 tbsps water for 10 mins\r', 'Cashewnuts - 7-8, broken into small pieces and roast in a tsp of ghee till golden \r', 'Salt to taste\r', 'Fresh coriander leaves - 2 tbsps, finely chopped\r', 'Tempering/Poppu/Tadka:\r', 'Oil - 2 tsps\r', 'Mustard seeds - 1/2 tsp\r', 'Split black gram dal - 1 tsp (minapa pappu/dhuli urad)\r', 'Dry red chili - 2, tear and de-seed\r', 'Green chilies - 2, slit length wise\r', 'Curry leaves - 2 sprigs\r', 'Asafoetida - 1/2 tsp (inguva/hing)']",http://www.sailusfood.com/2016/04/09/ava-pettina-daddojanam-recipe-how-to-make-curd-rice/
470,west,Nilgiri Chicken Korma,['chicken'],[],http://www.sailusfood.com/2010/02/17/nilgiri-chicken-korma/
471,west,Dondakaya Vepudu - Tindora- Indian Ivy Gourd Stir Fry,['tindora'],"['250 gms /1/4 kg Dondakayalu / Tondli / Ivy Gourds\r', 'Â½ tsp mustard seeds\r', '10-12 fresh curry leaves\r', 'pinch of turmeric pwd\r', 'salt to taste\r', '1 Â½ tbsp oil\r', '1-2 tbsp roasted peanuts (garnish)\r', 'To be roasted in oil and ground to a coarse pwd:\r', 'few drops of oil\r', '3/4 tsp cumin seeds\r', '2 dry red chillis â€“ remove stalk, tear into two and de-seed (adjust according to your spice level)\r', '1 1/2 tbsp roasted peanuts']",http://www.sailusfood.com/2006/05/19/dondakaya-vepudu-tindoraindian-gherkin-stir-fry/
472,west,Reliance Fresh And Summer Salads,"['green peppers', ' mayonnaise']",[],http://www.sailusfood.com/2007/05/15/reliance-fresh-and-summer-salads/
473,west,Tomato Kothimira Pachadi,"['tomatoes', ' coriander leaves']","['4-5 medium sized tomatoes\r', '1 onion, sliced\r', '1/2 cup chopped fresh coriander (adjust)\r', '1/2 tbsp cumin seeds\r', '2 green chillies (adjust)\r', 'salt to taste\r', '1 tbsp tamarind paste (optional)\r', '1 tbsp oil\r', '1/2 tsp oil\r', '1/2 mustard seeds\r', '1/2 tsp split gram dal\r', '8-10 curry leaves\r', 'pinch of asafoetida (optional)']",http://www.sailusfood.com/2007/04/03/tomato-kothimira-pachadi/
474,west,Akakarakaya Vepudu ~ Teasel Gourd Stir fry,['kantola'],[],http://www.sailusfood.com/2009/10/07/akakarakaya-vepudu-teasel-gourd-stir-fry/
475,west,Kobbari-Mamidikaya Pachadi - Coconut-Raw Mango Chutney,"['raw mango', ' coconut']","['1 cup of freshly grated coconut (you can also cut the coconut into thin slices)\r', 'Â½ cup fresh green raw mango pieces â€“ peeled (if the mango is too tangy reduce to Â¼ cup)\r', '3-4 green chillies (increase or decrease to suit your spice level)- saute the green chillis in a tsp of oil for a few seconds\r', 'salt to taste\r', '1 tsp mustard seeds\r', '8-10 fresh curry leaves\r', 'big pinch asafoetida\r', '1 tsp oil\r', '3/4 tsp split black gram (minappa pappu) â€“ (optional)\r', '1 dry red chilli (optional)']",http://www.sailusfood.com/2006/05/12/kobbari-mamidikaya-pachadi-coconut-raw-mango-chutney/
476,west,Uppu Kudumulu & Undrallu,['rice flour'],[],http://www.sailusfood.com/2009/08/24/uppu-kudumulu-undrallu/
477,west,Methi Matar Malai,[],[],http://www.sailusfood.com/2010/02/23/methi-matar-malai/
478,west,Nan Khatai ~ Eggless Indian Tea Cookies,"['flour', ' sugar', ' butter']",[],http://www.sailusfood.com/2010/06/22/nan-khatai-eggless-indian-tea-cookies/
479,west,Aloo Rasedar (no onion no garlic recipe),['potato'],"['Potatoes - 3, large, boiled and peeled\r', 'Red chili powder - 1 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Roasted cumin powder - 1/4 tsp\r', 'Coriander powder - 1 1/2 tsps\r', 'Fennel seed powder - 3/4 tsp\r', 'Garam masala powder - 1/4 tsp\r', 'Kasuri methi - 1 tsp, crushed\r', 'Salt to taste\r', 'For tempering/poppu/tadka:\r', 'Oil - 1 tbsp\r', 'Mustard seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Methi seeds - 1/4 tsp\r', 'Asafoetida - pinch (optional)\r', 'Dry red chilis - 1 or 2, tear and de-seed (optional)']",http://www.sailusfood.com/2013/11/07/aloo-rasedar-recipe-north-indian-food/
480,north,Raw Banana Kofta,['raw banana'],"['For Koftas:\r', 'Raw bananas - 2, boil in 3 cups water till soft\r', 'Paneer - 3 tbsps (grated) optional\r', 'Onion - 1, small, very finely chopped\r', 'Besan - 1 tbsp\r', 'Ginger - Green chili paste - 1 tsp\r', 'Coriander powder - 1/2 tsp\r', 'Amchur powder - pinch\r', 'Coriander leaves - 2 tbsps, finely chopped\r', 'Salt to taste\r', 'Oil - for deep frying koftas\r', 'For Gravy:\r', 'Cinnamon stick - 1""\r', 'Cardamom - 1\r', 'Onion - 1, finely chopped\r', 'Tomato - 1, large, pureed\r', 'Green chillies-ginger paste - 1 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Red chilli powder - 1/2 tsp\r', 'Cumin powder - pinch\r', 'Coriander powder - 1 1/2 tsps\r', 'Garam Masala - 1/4 tsp\r', 'Cashew - 10 (soak in 1/4 cup milk for 15 mts and grind to a paste)\r', 'Fresh cream - 1 tbsp for garnish (or malai/top of milk)\r', 'Salt to taste\r', 'Oil - 2 tbsps\r', 'Coriander leaves for garnish']",http://www.sailusfood.com/2013/05/17/raw-banana-kofta-recipe/
481,north,Bedmi puri recipe,"['wheat flour', ' urad dal']","['For Stuffing:\r', 'Urad dal - 1 cup\r', 'Green chilis - 3-4\r', 'Ginger - 1"" piece\r', 'Asafoetida - 1/2 tsp\r', 'Red chili powder - 1/2 tsp\r', 'Coriander powder - 1 tbsp\r', 'Fennel seeds powder - 1 tsp\r', 'Roasted cumin powder - 1/2 tsp\r', 'Amchur powder - 1/4 tsp\r', 'Garam masala powder - (3 cloves. 1/2"" cinnamon stick, 1 black cardamom 5 black pepper corns)\r', 'Fresh coriander leaves - 1/4 cup (finely chopped)\r', 'Oil - 2-3 tbsps\r', 'For puri:\r', 'Whole wheat flour - 2 cups\r', 'Semolina - 1/2 cup\r', 'Salt - as required\r', 'Oil - 1 tbsp\r', 'Water - as required to prepare dough\r', 'Oil for deep frying']",http://www.sailusfood.com/2015/11/30/bedmi-puri-recipe/
482,north,Majjiga - Andhra Spiced Buttermilk (Salted Yogurt Drink),['yogurt'],[],http://www.sailusfood.com/2006/03/23/majjiga-andhra-spiced-buttermilk-salted-yogurt-drink/
483,north,Aloo Matar ki Sabzi (no onion no garlic recipe),"['potatoes', ' green peas', ' tomatoes']","['Potatoes - 3, large, peeled and cubed\r', 'Green peas - 3/4 cup\r', 'Tomatoes - 3, large, blanched in hot water for 6 to 7 mts, peeled and ground to a paste\r', 'Ginger green chili paste (crush 3 green chilies and 1"" ginger piece)\r', 'Kasuri methi - 1 tsp\r', 'Cumin seeds - 1 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Red chili powder - 1 1/2 tsps\r', 'Coriander powder - 2 tsps\r', 'Roasted cumin powder - 1/2 tsp\r', 'Garam masala powder - 1/4 tsp\r', 'Salt to taste\r', 'Coriander leaves - 1/3 cup chopped and packed including stalks\r', 'Oil - 2 tbsps']",http://www.sailusfood.com/2014/01/06/aloo-matar-recipe-north-indian/
484,north,Aloo Baingan Sabzi,"['potato', ' brinjal']","['Green brinjals - 3 (baingan/eggplants/vanakaya)\r', 'Potatoes - 2, peeled and cubed\r', 'Tomato - 1 finely chopped\r', 'Ginger green chili paste - 1 tsp\r', 'Asafoetida - 1/4 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Red chili powder - 1 tsp\r', 'Coriander powder - 1 tsp\r', 'Garam Masala Powder - pinch\r', 'Salt to taste\r', 'Fresh coriander leaves for garnish\r', 'Cookng oil - 2 tbsps oil']",http://www.sailusfood.com/2012/04/26/aloo-baingan-recipe/
485,north,"Rajma recipe no onion no garlic, easy north indian style","['kidney beans', ' tomato']","['Rajma - 1 cup, kidney beans, wash and soak water for 6-7 hours\r', 'Cumin seeds - 1/2 tsp\r', 'Asafoetida - 1/2 tsp\r', 'Green chili-ginger paste (2 green chilies+1"" ginger piece)\r', 'Red chilli powder - 1 tsp\r', 'Tomatoes - 3, large, puree\r', 'Salt to taste \r', 'Oil - 1 1/2 tbsps\r', 'Ghee - 1/2 tbsp (optional) \r', 'Dry roast for 3 mts and grind to a fine powder:\r', 'Cloves - 2\r', 'Green cardamom - 1\r', 'Black cardamom - 3\r', 'Cinnamon - 1/4"" stick\r', 'Black pepper corns - 1/2 tsp\r', 'Coriander seeds - 3/4 tbsp']",http://www.sailusfood.com/2015/07/19/rajma-recipe-no-onion-no-garlic-easy-north-indian-style/
486,north,Indian Food Trail - An essay on Konkani Cuisine - by Shilpa,['snake gourd'],[],http://www.sailusfood.com/2008/10/14/indian-food-trail-an-essay-on-konkani-cuisine-by-shilpa/
487,north,Sukhi Sabzis ~ Aloo Gobhi,"['potato', ' cauliflower']",[],http://www.sailusfood.com/2008/11/16/sukhi-sabzis-aloo-gobhi/
488,north,Sukhi Subji ~ Aloo Bhindi,"['potato', ' ladies finger']",[],http://www.sailusfood.com/2009/04/28/sukhi-subji-aloo-bhindi/
489,north,Urad dal recipe,['urad dal'],"['Urad dal - 1/2 cup, wash and soak in water for 1-2 hours\r', 'Tomatoes - 2, medium, finely chopped\r', 'Garlic - 2-3 cloves, finely minced OR Asafoetida - 1/4 tsp\r', 'Ginger - 1"", finely minced\r', 'Kasuri methi - 1/2 tsp, crushed\r', 'Green chilis - 3, slit\r', 'Turmeric powder - 1/2 tsp\r', 'Red chili powder - 1 tsp\r', 'Coriander powder - 1/2 tsp\r', 'Garam masala powder - large pinch\r', 'Salt to taste\r', 'Coriander leaves - 2 tbsps, finely chopped for garnish\r', 'For tempering:\r', 'Cumin seeds - 1/2 tsp\r', 'Ghee - 1 1/2 tbsps\r', 'Oil - 1/2 tbsp']",http://www.sailusfood.com/2016/01/07/urad-dal-recipe-indian-dal-recipes/
490,north,Gobi Masala ,"['gobi', ' tomato']","['Cauliflower - half head, soak florets in salted hot water for 15 mts\r', 'Fresh green peas - 1/3 cup (matar) (optional)\r', 'Onion - 1, large, finely chopped\r', 'Tomatoes - 1, medium, finely chopped\r', 'Ginger â€“ Green Chilli paste (2 or 3 green chilies+1/2"" ginger piece)\r', 'Curd - 1/4 cup, beaten\r', 'Turmeric powder - 1/4 tsp\r', 'Red Chili powder -1 tsp\r', 'Coriander powder - 1 tsp\r', 'Cumin powder â€“ 1/4 tsp\r', 'Kasuri Methi - 1/2 tsp\r', 'Garam masala powder - pinch\r', 'Salt to taste\r', 'Oil - 2 1/2 tbsps\r', 'Make a paste:\r', 'Poppy seeds â€“ 1 tsp (dry roast for 4 mts)\r', 'Cashew nuts â€“ 1/4 cup']",http://www.sailusfood.com/2013/11/28/gobi-masala-gobi-recipes-north-indian/
491,north,Badusha ~ 8th Blog Birthday,"['maida', ' sugar']","['Maida - 2 cups (all purpose flour)\r', 'Baking powder - 1/2 tsp\r', 'Baking soda - 1/4 tsp\r', 'Sugar - 1 tsp\r', 'Curd - 2 tbsps\r', 'Ghee - 1/4 cup, melted\r', 'Oil - 1 tbsp\r', 'Water - as required\r', 'For sugar syrup:\r', 'Sugar - 1 1/2 cups\r', 'Water - 1 1/2 cups\r', 'Lemon juice - 1/2 tsp\r', 'Cardamom powder - pinch (elaichi)']",http://www.sailusfood.com/2013/11/11/badusha-balushahi-indian-sweets-recipes/
492,north,Dal Makhani,['black urad dal'],[],http://www.sailusfood.com/2006/07/01/dal-makhani/
493,north,Aloo Tamatar Subzi - Curried Potatoes In Tomato Sauce,['potatoes'],[],http://www.sailusfood.com/2006/04/18/aloo-tamatar-subzi-curried-potatoes-in-tomato-sauce/
494,north,Besan ladoo recipe,"['besan', ' ghee']","['Chickpea flour - 2 1/4 cups (besan/senagapindi), coarse (sift without lumps)\r', 'Ghee - 1/2 cup, melted (clarified/neyyi)\r', 'Powdered sugar - 3/4 cup \r', 'Khoya - 1/3 cup (saute in a tbsp of ghee for 3 mts)\r', 'Cardamom powder - 1/2 tsp (elaichi/elakaya)\r', 'Almonds - 1/4 cup (badam/badam pappu)\r', 'Cashew nuts - 1/4 cup (kaju/jeedipappu) ']",http://www.sailusfood.com/2016/01/23/besan-ladoo-recipe/
495,north,Methi-Matar Subzi,"['methi', ' green peas']",[],http://www.sailusfood.com/2008/02/07/methi-matar-subzi/
496,north,Aloo Palak ~ Potato Spinach Curry,"['spinach', ' potato']",[],http://www.sailusfood.com/2010/06/12/aloo-palak-potato-spinach-curry/
497,north,Aloo Rasedar (no onion no garlic recipe),['potato'],"['Potatoes - 3, large, boiled and peeled\r', 'Red chili powder - 1 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Roasted cumin powder - 1/4 tsp\r', 'Coriander powder - 1 1/2 tsps\r', 'Fennel seed powder - 3/4 tsp\r', 'Garam masala powder - 1/4 tsp\r', 'Kasuri methi - 1 tsp, crushed\r', 'Salt to taste\r', 'For tempering/poppu/tadka:\r', 'Oil - 1 tbsp\r', 'Mustard seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Methi seeds - 1/4 tsp\r', 'Asafoetida - pinch (optional)\r', 'Dry red chilis - 1 or 2, tear and de-seed (optional)']",http://www.sailusfood.com/2013/11/07/aloo-rasedar-recipe-north-indian-food/
498,north,Palak Pakoda ~ Spinach Fritters,"['palak', ' chick pea flour']",[],http://www.sailusfood.com/2011/09/22/palak-pakoda-spinach-fritters/
499,north,Mango Phirni,"['mango', ' basmati rice', ' sugar']","['Basmati rice - 1/4 cup, soaked for 20 mts in water, drained and ground to a fine paste adding 1/2 cup milk\r', 'Full cream milk - 4 cups\r', 'Sugar - 1/3 cup \r', 'Almonds - 8-10, soaked in hot water for 30 mts, peel skin and grind to a paste\r', 'Mango puree - 1 cup\r', 'Green cardamom powder - 1/2 tsp\r', 'Pistachios - fistful, finely chopped\r', 'Saffron - 8-9 strands (optional) soak in 2 tbsps of milk']",http://www.sailusfood.com/2015/07/12/mango-phirni-recipe/
500,north,Savory Snack ~ Matri,['whole wheat flour'],[],http://www.sailusfood.com/2009/04/05/savory-snack-matri/
501,north,Lasooni Dal Palak ~ Garlicky Lentils with Spinach,"['spinach', ' palak', ' tuvar dal', ' red gram dal', ' garlic']",[],http://www.sailusfood.com/2009/12/02/lasooni-dal-palak-garlicky-lentils-with-spinach/
502,north,Sukhi Sabzi ~ Methi Gobhi Matar,"['methi', ' cauliflower']",[],http://www.sailusfood.com/2010/01/06/sukhi-sabzi-methi-gobhi-matar/
503,north,Masala paratha recipe,"['whole wheat flour', ' spices']","['Whole wheat flour - 2 cups\r', 'Salt - 1/2 tsp\r', 'Water as required\r', 'Ghee - 4-5 tbsps\r', 'Mint leaves - 3 tbsps, finely chopped\r', 'Coriander leaves - 5 tbsps, finely chopped\r', 'For masala powder:\r', 'Red chili powder - 2 tsps, Kashmiri \r', 'Turmeric powder - 1/2 tsp\r', 'Coriander powder - 2 tbsps\r', 'Saunf powder - 1 tbsp (aniseed/sompu)\r', 'Roasted cumin powder - 1/2 tsp\r', 'Amchur powder - 1/2 tsp OR chaat masala powder\r', 'Kasuri methi - 2 tsps, crushed (optional)\r', 'Garam masala powder - 1/4 tsp']",http://www.sailusfood.com/2016/01/26/masala-paratha-recipe/
504,north,Dahi Vada - North Indian Snack,"['urad dal', ' yogurt']",[],http://www.sailusfood.com/2006/06/20/dahi-vada-north-indian-snack/
505,north,Palak Paneer - Indian Cheese-Spinach Curry,"['spinach', ' paneer']",[],http://www.sailusfood.com/2006/08/02/palak-paneer-indian-cheese-spinach-curry/
506,north,Quick Boiled Egg Fry,"['boiled egg', ' onion']",[],http://www.sailusfood.com/2010/07/08/quick-boiled-egg-fry/
507,north,Bedmi aloo sabzi recipe,['potato'],"['Potatoes - 3, large, boiled, peeled and crush into rough chunks with hand\r', 'Fenugreek seeds - pinch (methi/menthulu)\r', 'Cumin seeds - 1/2 tsp\r', 'Asafoetida - 1/4 tsp\r', 'Green chili-ginger paste - 1 tsp (1"" ginger+2 green chilis)\r', 'Tomatoe - 1, medium size, finely chopped or puree (optional)\r', 'Turmeric powder - 1/2 tsp\r', 'Coriander powder - 1 tsp\r', 'Red chili powder - 1 tsp (preferably Kashmiri)\r', 'Amchur powder - 1/4 to 1/2 tsp\r', 'Garam masala (crush 4 black peppercorns, 1 black cardamom, 2 cloves, 1/4"" cinnamon stick)\r', 'Salt to taste\r', 'Coriander leaves - 1/4 cup, packed, chopped\r', 'Oil - 3 tbsps [OR 1 tbsp ghee+2 tbsps oil]']",http://www.sailusfood.com/2015/12/17/bedmi-aloo-sabzi-recipe/
508,north,Sukhi Sabzi ~ Aloo Bhindi - Potato Okra Stir fry,"['potato', ' okra']",[],http://www.sailusfood.com/2009/10/09/sukhi-sabzi-aloo-bhindi-potato-okra-stir-fry/
509,north,Paneer Kulcha,"['flour', ' yogurt', ' milk', ' paneer']",[],http://www.sailusfood.com/2011/06/25/paneer-kulcha/
